release_partition,use_for_training,exclusion_reason,anchor_compound,anchor_source,pubchem_cid,compound_name,SMILES,tanimoto_to_anchor,pubchem_bioassay_count,atp_synthase_activity,antibacterial_activity,link,notes
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89609128,"5-(2,3-Dihydropyridin-4-yl)-6-(4-fluorocyclohexa-2,4-dien-1-yl)-2,3,7,7a-tetrahydropyrrolo[2,1-b][1,3]thiazole",C1CN=CC=C1C2=C(CC3N2CCS3)C4CC=C(C=C4)F,0.134,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89609128,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89085515,"N-[(5Z,6E)-6-(aminomethylidene)-3-(6-ethyl-5-fluoro-2,3-dihydropyridin-3-yl)-5-prop-2-enylidenecyclohexa-1,3-dien-1-yl]piperidin-4-amine",CCC1=NCC(C=C1F)C2=C/C(=C/C=C)/C(=C\N)/C(=C2)NC3CCNCC3,0.132,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89085515,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123468808,"4-[(5Z)-5-(1-cyclopropylethylidene)-4-methanimidoyl-6-(1-methylpiperidin-4-yl)sulfanyl-2H-pyrimidin-2-yl]-N-(2,6-difluorocyclohexa-1,5-dien-1-yl)-3,4-dihydropyridin-2-amine",C/C(=C/1\C(=NC(N=C1SC2CCN(CC2)C)C3CC(=NC=C3)NC4=C(CCC=C4F)F)C=N)/C5CC5,0.127,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123468808,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,129140525,"(Z)-4,4,4-trifluoro-1-N-methyl-1-[4-(2-methyl-2,3-dihydrothiophen-3-yl)-1,2-dihydropyridin-6-yl]but-1-ene-1,3-diamine",CC1C(C=CS1)C2=CCNC(=C2)/C(=C/C(C(F)(F)F)N)/NC,0.12,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/129140525,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,71137877,"(4R)-1-[(5-fluorocyclohexa-2,4-dien-1-yl)methylsulfanyl]-3-methyl-3,4,5,6,7,8-hexahydroisoquinolin-4-amine",CC1[C@@H](C2=C(CCCC2)C(=N1)SCC3CC(=CC=C3)F)N,0.113,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/71137877,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,71290016,"N-ethyl-2,6-difluoro-4-(5-fluoro-4,5-dihydro-1,3-thiazol-4-yl)cyclohexa-1,5-dien-1-amine",CCNC1=C(CC(C=C1F)C2C(SC=N2)F)F,0.11,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/71290016,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,91040881,"N-(1-cyclopenta-1,4-dien-1-ylethyl)-5-methyl-2-[(7-methyl-4,5-dihydro-3H-thiepin-2-ylidene)amino]-4-[2-[5-(trifluoromethyl)cyclohexa-1,5-dien-1-yl]ethenyl]-1,2,5,6,7,8-hexahydro-1,3-diazocin-8-amine",CC1CCC(NC(N=C1C=CC2=CCCC(=C2)C(F)(F)F)N=C3CCCC=C(S3)C)NC(C)C4=CCC=C4,0.106,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/91040881,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,132194711,"4-(1-amino-2-methylsulfanylethyl)-N-cyclopropyl-3-fluorocyclopenta-1,3-dien-1-amine",CSCC(C1=C(C=C(C1)NC2CC2)F)N,0.102,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/132194711,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,136645338,"8-methyl-2-(1-methylpiperidin-4-yl)-6-(trifluoromethyl)-9H-pyrrolo[3,2-h]quinoline",CC1=CC(=C2C=CC3=CC(=NC3=C2N1)C4CCN(CC4)C)C(F)(F)F,0.102,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/136645338,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,71133037,"(4R)-5-fluoro-3-methyl-1-[[2-(trifluoromethyl)cyclohexa-2,4-dien-1-yl]methylsulfanyl]-3,4,5,6-tetrahydroisoquinolin-4-amine",CC1[C@@H](C2=C(C=CCC2F)C(=N1)SCC3CC=CC=C3C(F)(F)F)N,0.098,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/71133037,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134316513,"1-Fluoro-3-[4-[(2-methylsulfanylethylamino)methyl]cyclohexa-1,5-dien-1-yl]butan-2-amine",CC(C1=CCC(C=C1)CNCCSC)C(CF)N,0.094,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134316513,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,138711679,"(2E,4E)-N-[(3E,5Z)-5-[5-(1,1-dioxothian-4-yl)-1-methyl-2,4,6,7-tetrahydropyrrolo[3,2-c]pyridin-3-ylidene]penta-1,3-dien-3-yl]-5-fluoro-2-propylpenta-2,4-dien-1-amine",CCC/C(=C\C=C\F)/CN/C(=C/C=C/1\CN(C2=C1CN(CC2)C3CCS(=O)(=O)CC3)C)/C=C,0.094,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/138711679,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137247859,"3-[[6-(2-fluoro-3-methylbutyl)sulfanyl-1,5-dimethyl-2H-pyridin-3-yl]methyliminomethyl]-N,2-dimethyl-1,4-dihydropyridin-4-amine",CC1=C(N(CC(=C1)CN=CC2=C(NC=CC2NC)C)C)SCC(C(C)C)F,0.092,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137247859,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89425971,"(Z)-2-amino-2-[4-(ethylamino)-3-fluorocyclohexa-1,3-dien-1-yl]ethenethiol",CCNC1=C(C=C(CC1)/C(=C/S)/N)F,0.091,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89425971,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,142935177,"N-[1-[(2E,6E,8Z)-2-amino-6,10-difluoro-4-methylundeca-2,6,8-trien-3-yl]sulfanylethenyl]piperidin-4-amine",CC(C/C(=C\C=C/C(C)F)/F)/C(=C(/C)\N)/SC(=C)NC1CCNCC1,0.087,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/142935177,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137247884,"3-[[(3E,5E)-9-fluoro-3,5,9-trimethyldeca-3,5-dien-2-yl]iminomethyl]-N,2-dimethyl-1,4-dihydropyridin-4-amine",CC1=C(C(C=CN1)NC)C=NC(C)/C(=C/C(=C/CCC(C)(C)F)/C)/C,0.086,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137247884,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89738392,"6-[6-(difluoromethyl)-3,4-dihydropyridin-3-yl]-N-(1-imino-1,1-dimethylthian-4-yl)-2,3-dihydroisoquinolin-8-amine",CS1(=N)(CCC(CC1)NC2=CC(=CC3=CCNC=C32)C4CC=C(N=C4)C(F)F)C,0.082,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89738392,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,132063586,"N-(7,12-difluoro-3,8-dimethyl-2-thia-4-azatricyclo[7.3.1.05,13]trideca-1(13),3,5,11-tetraen-10-yl)ethanethioamide",CC1C(C=C2C3=C(C(=CC(C13)NC(=S)C)F)SC(=N2)C)F,0.081,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/132063586,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,126735503,"(4Z,6Z)-N-[(3Z)-4-fluoro-3-methylhexa-3,5-dien-2-yl]-6-(5-methyl-1,4-dihydropyridazin-4-yl)-7-methylsulfanylocta-4,6-dien-2-amine",CC1=CNN=CC1/C(=C(/C)\SC)/C=C\CC(C)NC(C)/C(=C(/C=C)\F)/C,0.073,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/126735503,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134449668,"3-[(3E,5Z,8Z)-5-(3-fluorobutyl)-4-methylsulfanyl-2,7-dihydro-1H-azonin-9-yl]buta-1,3-dien-2-amine",CC(CC/C/1=C/C/C=C(\NC/C=C1/SC)/C(=C)C(=C)N)F,0.071,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134449668,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,126490134,"(1Z,6E,8Z)-7-(buta-1,3-dien-2-ylamino)-3-[1-[3-fluoro-4-[methyl(2-methylbutyl)amino]cyclohexa-1,3-dien-1-yl]ethyl]-3-methylundeca-1,4,6,8,10-pentaene-1-thiol",CCC(C)CN(C)C1=C(C=C(CC1)C(C)C(C)(C=C/C=C(\C=C/C=C)/NC(=C)C=C)/C=C\S)F,0.068,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/126490134,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,123760420,"1-N-(5,6-difluorohepta-2,6-dien-2-yl)-1-N-methyl-2-[(1-methyl-7-non-5-en-2-yl-3,4,5,6-tetrahydro-2H-azepin-1-ium-2-yl)sulfanyl]pent-2-ene-1,3-diamine",CCCC=CCCC(C)C1=[N+](C(CCCC1)SC(=C(CC)N)CN(C)C(=CCC(C(=C)F)F)C)C,0.066,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/123760420,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,139323986,"(7Z)-N-[2-(4-fluorocyclohepta-1,3,5-trien-1-yl)-2-methylpropyl]-5,6-bis(methylimino)nona-1,7-dien-2-amine",C/C=C\C(=NC)C(=NC)CCC(=C)NCC(C)(C)C1=CC=C(C=CC1)F,0.066,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/139323986,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134380347,"methyl (Z)-4-[1,6-dimethyl-3-[[(3E,5E)-7-methylimino-5-(trifluoromethyl)hepta-1,3,5-trien-2-yl]amino]-2H-pyridin-5-yl]-4-iminobut-2-enimidothioate",CC1=C(C=C(CN1C)NC(=C)/C=C/C(=C\C=NC)/C(F)(F)F)C(=N)/C=C\C(=N)SC,0.062,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134380347,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,138711346,"5-[(E)-3-[[(2E,4Z)-1,6-difluorohepta-2,4,6-trien-3-yl]amino]prop-1-enyl]-N-methyl-1,1-dioxo-N-[(2E)-penta-2,4-dien-2-yl]-3,6-dihydro-2H-thiopyran-4-amine",C/C(=C\C=C)/N(C)C1=C(CS(=O)(=O)CC1)/C=C/CN/C(=C/CF)/C=C\C(=C)F,0.053,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/138711346,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,88856044,"(3E,5Z,6E)-6-(2-aminoprop-2-enylidene)-5-ethylidene-4-methylidene-3-(methylsulfanylmethylidene)-N-[(3Z,5E)-7,7,7-trifluoro-6-methylhepta-1,3,5-trien-2-yl]pyridin-2-amine",C/C=C\1/C(=C)/C(=C\SC)/C(=N/C1=C/C(=C)N)NC(=C)/C=C\C=C(/C)\C(F)(F)F,0.045,0,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/88856044,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134568369,"(3E)-5,5,5-trifluoro-N-[3-methyl-1-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]sulfanylbut-3-en-2-yl]penta-1,3-dien-2-amine",CC(=CCC/C(=C/CC/C(=C/CSCC(C(=C)C)NC(=C)/C=C/C(F)(F)F)/C)/C)C,0.039,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134568369,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134568458,"(3E)-5,5,5-trifluoro-N-[1-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]sulfanylpropan-2-yl]penta-1,3-dien-2-amine",CC(CSC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=C)/C=C/C(F)(F)F,0.039,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134568458,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137465238,"(2E)-2-ethenyl-4-fluoro-N-[(4E)-4-methyl-5-[[(E)-3-methylpent-3-en-2-ylidene]amino]penta-1,4-dien-2-yl]penta-2,4-dien-1-amine",C/C=C(\C)/C(=N/C=C(\C)/CC(=C)NC/C(=C/C(=C)F)/C=C)C,0.031,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137465238,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137465231,"(2E)-N-[(4E)-5-[[(3E)-3,5-dimethylhexa-3,5-dien-2-ylidene]amino]-4-methylpenta-1,4-dien-2-yl]-2-ethenyl-4-fluoropenta-2,4-dien-1-amine",CC(=C)/C=C(\C)/C(=N/C=C(\C)/CC(=C)NC/C(=C/C(=C)F)/C=C)C,0.03,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137465231,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,138486163,"(3E,7Z)-5-[2-[[(E)-6-ethenylimino-4-fluoro-5-methyliminohex-3-en-2-yl]amino]prop-2-enyl]-7-(methylamino)nona-3,7-diene-1-thiol",C/C=C(/CC(CC(=C)NC(C)/C=C(\C(=NC)C=NC=C)/F)/C=C/CCS)\NC,0.026,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/138486163,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,137465240,"(4E,6E)-N-[(2E)-2-ethenyl-4-fluoropenta-2,4-dienyl]-4,7-dimethyl-8-methyliminonona-1,4,6-trien-2-amine",C/C(=C\C=C(/C)\C(=NC)C)/CC(=C)NC/C(=C/C(=C)F)/C=C,0.02,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/137465240,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA236 (最强AB喹啉),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,134187539,"(4E,6E)-N-[(2E,3E)-2-ethylidene-4-[(2-methylprop-2-enylideneamino)methyl]hexa-3,5-dienyl]-7-fluoro-3,6-dimethylnona-1,4,6,8-tetraen-4-amine",C/C=C(/CN/C(=C/C(=C(\C=C)/F)/C)/C(C)C=C)\C=C(\CN=CC(=C)C)/C=C,0.019,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/134187539,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,132468224,"2-Benzyl-1-thia-4,8-diazaspiro[4.5]dec-3-ene",C1CNCCC12N=CC(S2)CC3=CC=CC=C3,0.198,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/132468224,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585171,"N-(3-benzylsulfanylpropyl)-N'-cyclopentyl-N'-(3-methylbutan-2-yl)propane-1,3-diamine",CC(C)C(C)N(CCCNCCCSCC1=CC=CC=C1)C2CCCC2,0.198,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585171,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584895,"N-(3-benzylsulfanylpropyl)-N'-cyclopentyl-N'-methylpropane-1,3-diamine",CN(CCCNCCCSCC1=CC=CC=C1)C2CCCC2,0.196,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584895,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,129677116,p-Methoxybenzylidene-n-butylaniline,CCCCNC1C=CC(=CC1=CC2=CC=CC=C2)OC,0.194,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/129677116,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585250,"N-(2-benzylsulfanylethyl)-N'-cyclopentyl-N'-propan-2-ylethane-1,2-diamine",CC(C)N(CCNCCSCC1=CC=CC=C1)C2CCCC2,0.194,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585250,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585253,"N-(2-benzylsulfanylethyl)-N'-cyclopentyl-N'-propylethane-1,2-diamine",CCCN(CCNCCSCC1=CC=CC=C1)C2CCCC2,0.194,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585253,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584982,"N-(3-benzylsulfanylpropyl)-N'-(cyclopentylmethyl)-N'-methylpropane-1,3-diamine",CN(CCCNCCCSCC1=CC=CC=C1)CC2CCCC2,0.191,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584982,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585070,"N-(3-benzylsulfanylpropyl)-N'-cyclopentyl-N'-ethylpropane-1,3-diamine",CCN(CCCNCCCSCC1=CC=CC=C1)C2CCCC2,0.191,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585070,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584870,"N-(3-benzylsulfanylpropyl)-N'-cyclopentyl-N'-propan-2-ylpropane-1,3-diamine",CC(C)N(CCCNCCCSCC1=CC=CC=C1)C2CCCC2,0.189,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584870,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584978,"N-(2-benzylsulfanylethyl)-N'-(cyclopentylmethyl)-N'-propan-2-ylethane-1,2-diamine",CC(C)N(CCNCCSCC1=CC=CC=C1)CC2CCCC2,0.189,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584978,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585008,"N-(3-benzylsulfanylpropyl)-N'-cyclopentyl-N'-propylpropane-1,3-diamine",CCCN(CCCNCCCSCC1=CC=CC=C1)C2CCCC2,0.189,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585008,仅相似性检索命中；生物活性未核实
